@RELATION BOW 

@ATTRIBUTE Text string 

@ATTRIBUTE Klase {neutral,positive,negative}
@DATA
'In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU"',?
'#Microsoft lanza sitio oficial de #Skype http://t.co/pl3kPDla"',?
'#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits"',?
'Ahora el #Facebook Imita al #Msn y #Twitter :/"',?
'Ford edge! Muy bonito 38k pero el sync ke usa es #microsoft para los cells! usara windows update? #panama http://t.co/HEJ5W0YK"',?
'@apple I´m still waiting for you to deliver my phone to @sprint"',negative
'RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ..."',negative
'It´s been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing."',negative
'#Twitter after dark! #GoodNight!! an yall thought a was abt to get #Nasty!!lol"',?
'Excel ã?¯è¡¨è¨ˆç®—ã? ã?‘ã?§ã?ªã??ãƒ?ãƒ£ãƒ¼ãƒˆå›³ã‚„è¦‹æ „ã?ˆã?®ã‚ˆã?„æ–‡æ›¸ã€?å›³å½¢ã?®ä½œæˆ?ã?ªã?©ã?«ã‚‚åˆ©ç”¨ã?§ã??ã‚‹ã€‚ #Microsoft #Office"',?
'New Galaxy Nexus: Hardware Improvements -  Camera captures 1080p video #nexus #samsung #google #android bit.ly/nEJbyE"',?
'#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw"',negative
'#twitter #detik SBY Bertemu PM Malaysia di Lombok - Setelah meresmikan Bandara Internasional Lombok, Presiden SBY me... http://t.co/h8PI2sjX"',?
'New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS"',?
'@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally."',?
'@5in_n_the_Air #GOOGLE time kml"',?
'RT @Prettynesz: #twitter still not showin my mothafuckin #retweets . ."',negative
'Vous me demandiez comment obtenir une #certification #Virtualisation Serveur #Microsoft ? Si vous avez des questions - http://t.co/fC5LFiCL"',?
'#google Ð¾Ð±ÑŒÑ?Ð²Ð¸Ð» Ð¾Ð± Ð¾Ð±Ð½Ð¾Ð²Ð»ÐµÐ½Ð¸Ð¸ #Nexus_S  Ð´Ð¾ #ICS . Ð–Ð´ÐµÐ¼ Ð¿Ð¾Ñ€Ñ‚Ð° 4.0 Ð½Ð° #SGS ."',?
'AsiaClassifiedToday Asia Currencies Strengthen as Growth Outlook Outweighs Europe-Debt Concer... http://t.co/qm8zpFgE #asia #google #biz"',?
'Nexus S à¸£à¸­à¸?à¸´à¸™à¹„à¸­à¸¨à¸?à¸£à¸µà¸¡à¹?à¸‹à¸™à¸§à¸´à¸Š #google #android #ics"',?
'AsiaClassifiedToday: Canada Wheat Monopoly, Software Piracy, Swaps Rule: Compliance - Bloombe... http://t.co/2PylmiMs #asia #google #ads"',?
'Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google"',?
'RT @Hirudineajigane: #Twitter Thank you.Read those great tweets.helps live better! :) Bows. http://t.co/FNKBW24F"',?
'RT @twandroid SDK dispo aujourd´hui #google #nexusprime"',?
'First time a technology company is in the running for marketer of the year. Vote David: http://t.co/xT2SWSxg #Microsoft @getitdone"',?
'Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt"',?
'RT @twandroid: PossibilitÃ© de voir les mises Ã  jour (un peu comme Sony Ericsson avec l´intÃ©gration Facebook) #google #nexusprime"',?
'Oiie gente boa madruga kkkk,depois de passar um tempÃ£o sem mexer no #twitter agora resolvir mexer de vol... x.x"',?
'Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who´s crazy and who´s hip."',?
'El nuevo #Android de #Google: #GalaxyNexus con #IceCreamSandwich 4.0... http://t.co/FITenr0v"',?
'2pi ou pÃ¨di onÃ¨ ak respÃ¨ ou so ou pap janm jwn li ankor kelkeswa app ou genyen an #Mac #Android e #Microsoft c menm jan ak Vijinite´w #manzÃ¨"',?
'Waiting on line @Apple store at west 14th Street."',?
'Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/TCKtgpBH #Google"',?
'Ñ…Ð¾Ñ‡Ñƒ Ð²Ð¸Ð´Ð¶ÐµÑ‚ Ð´Ð»Ñ? #Google+ Ð½Ð° #Android ÐºÐ°Ðº Ð´Ð»Ñ? Ñ‚Ð²Ð¸Ñ‚Ñ‚ÐµÑ€Ð°, Ñ‡Ñ‚Ð¾Ð±Ñ‹ Ð¿Ð¾Ñ?Ñ‚Ñ‹ Ð±Ñ‹Ð»Ð¸ Ð²Ð¸Ð´Ð½Ñ‹ Ð² Ð²Ð¸Ð´Ð¶ÐµÑ‚Ðµ."',?
'ONE SERIOUS STATEMENT THO ! ',?
'""@MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/k1kDqz04"',?
'Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT"',?
'this reader button for safari is perfect for fic @apple #ios5 #stevejobsday"',?
'#twitter #detik Hakim Imas Menangis Ikuti Sidang Perdana - Hakim Imas Dianasari tak kuasa menahan air matanya saat d... http://t.co/G3wgjL6R"',?
'Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #SystemCenter"',?
'Save ink by printing certain areas of your doc. Highlight the text, click Print, under Page Range tick â€˜Selectionâ€™. #microsoft #word #office"',?
'I don´t get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???"',?
'â€¢Take Off Make up ',?
'RT @TweezardCom: #twitter Adam Levine Takes Aim at ´Evil´ Fox News, Starts Twitter Spat http://t.co/qcYTszff #tweezard"',?
'Just hit my hourly usage limit on #twitter. How does that even happen? All I´m doing is listing people...and I was almost done! #ugh"',negative
'RT @BigMelo216_TSA: On da phone wit @AllThisASS & she was HAPPY AF!!! she got out #Twitter JAIL! thirsty lol"',?
'Contra todo pronÃ³stico @Samsung podrÃ­a ser el fabricante del #chipA6 para @Apple http://t.co/6utPqa5w"',?
'DICEN q estoy viciada con #twitter... Pero mmm... NO!"',?
'@hanrahan52 @apple Don´t say things you can´t take back, Joel."',?
'So @PhoenixSwinger ´s iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple"',negative
'RT @RUILIFESTYLE: #GOOGLE THE MIXTAPE http://t.co/v8zTtNVV"',?
'Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/iUi7JtCM"',?
'Sorry #Apple #Google and #Samsung just made you look bad. #Android is king"',?
'I tried to explain why you would do ""The #Twitter "" :   &#8220;The Twitter&#8221;: http://t.co/opjnrXlb @jefferypjacobs"',?
'Hinweis: kostenlose SEO-Infos  http://t.co/d3WrYCUT #google"',?
'RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/uY7KWJiY via @CNET #Android"',?
'#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14, 2011. Review and comment: http://t.co/eJ8a2Msm"',?
'Great up close & personal event @Apple tonight in Regent St store!"',?
'Panoramas sur ICS ! #google #nexusprime"',?
'[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX"',negative
'#Google unveils Android 4.0 â€˜Ice Cream Sandwichâ€™ http://t.co/dciffpI1 via @BGR"',?
'It Is Indeed #Apple & #Google vs #TheOldWay!"',?
'so #twitter who wants to buy me #lunch?"',?
'Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter, agree lack of innovation, but better specs at same price!"',?
'They need to talk about the battery life impact of #AndroidBeam. It can´t be good news. #Google #Android #ICS"',negative
'#ics shutter speed is insane! Wow! Two thumbs up #google"',?
': #Microsoft renovarÃ¡ el Administrador de Tareas en #Windows8 http://t.co/6UhMnWdG vÃ­a @tuexperto"',?
'#Android #Google Galaxy Nexus Site is Live: Register and Relive the New Features http://t.co/7llRSpUO #DhilipSiva"',?
'Google is gonna need to do better than this to beat #iOS #Android #icecreamsandwich #Google http://t.co/tBNyX7p7"',negative
'Las mejores aplicaciones para hablar gratis por el mÃ³vil - http://t.co/LN0pChe3 http://t.co/iUS8431m #google"',?
'@samsung, @apple, you do realise you´re just really pissing off the customer base AS WELL AS looking petty."',negative
'booiiiii',?
'Oi @flaviasansi. Muito bem vinda ao meu #Twitter. Sempre dou followback pelo meu perfil profissional. PermaneÃ§a por aqui, certo? Abrass!"',?
'@apple loving the new IOS5 upgrade for the iPhone!"',?
'""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!"',?
'RT @ChWilhelm: #Google Wallet adds #coupons, rewards, and more #retail partners http://t.co/1s3wWs54 #li"',?
'RT @VentureBeat: #Ballmer: â€œWeâ€™ve picked our playâ€? in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in"',?
'kreo ke mi aniversario en el #twitter es el 24 de Dic. :O"',?
'#Google #Mobile Boss Andy Rubin on #Apple, #Microsoft and Tablets, Live at AsiaD - Ina Fried - #Mobile - AllThingsD http://t.co/S0jkqPwn"',?
'Bedtime good night #twitter #goodnightworld"',?
'RT @CarsiMeister: Lite para que sirve despues de todo si tengo a #Twitter"',?
'Vous voulez la une de LNT ? La nouvelle tribune de demain 20/10/11: #intikhabates, #PJD, #PPS, #MoroccoMall , #Boeing , #Microsoft..."',?
'#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva"',?
'Pobres losers los que ponen en FB esto no es #Twitter, Ã³sea no comparen por favor..."',?
'RT @twandroid: Messagerie vocale directement dans ICS #google #nexusprime"',?
'i´ve been slackin on my #twitter game"',?
'@PrettyFuckn_Lee Welcum too #Twitter Cuz ;)"',?
'@VinnyMartiins colokei no #Google pra saber !"',?
'#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/0PkK7J5D #harshgandhitk"',?
'#google+ ...thoughts? to sign up or not to sign up, that is the question..."',?
'Querida @mamÃ¡, te escribo esta #carta para dejarte tranquila, no estoy todo el tiempo en #Twitter. Fav para papÃ¡ y un RT para ti."',?
'NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad"',?
'@eboyee S tim da http://t.co/hX21e1JK daje Server Error :)  #Google #IceCreamSandwich"',?
'@Apple can´t send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend ´em"',negative
'Samsung Galaxy Nexus, Google Android 4.0 Live Blog : http://t.co/wwSYXAbn #android #google #mobile #news"',?
'RT @VLAD5564: #RT this #Follow all new music #TFB #nymusic. #newmusic #5000aday #1000aday  #twitter #dipset #skullgang #730dips #byrdgan ..."',?
'Me acabo de dar cuenta que he pasado el #tuit numero 1000!!! ',?
'#Intervate wins content management partner of the year 2011. #Microsoft #techedafrica"',?
'Chill lol RT @apple: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ RT @Styl_Standin: What is imessage??"',?
'@akirareiko Â¿Viste que ya html5.com no es de #Apple sino de #Microsoft?"',?
'I didnt know there wad a test..RT ""@DashBurst: Downloadable #Twitter Cheat Sheet - http://t.co/bHXpqYo5"""',?
'#Samsung and #Google introduce #GALAXY #Nexus http://t.co/2rvF0tZp via @androidcentral #Android"',?
'Going in :( #work. Break at 2:30 and 5:30 #twitter time. See ya´ll in the #am"',?
'RT @newsgrape_de: 3 Tricks fÃ¼r mehr Kontrolle Ã¼ber #Microsoft #Windows 7 -http://j.mp/mSOETz #hack"',?
'Personally,i dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look."',?
'meu #twitter sem graÃ§a .   boa noite e beijos :9"',?
'#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/zYKEr3ax via @engadget"',?
'iOS kan slÃ¤nga sig i vÃ¤ggen. #ICS levererar! #Google"',?
'@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"',?
'#Microsoft dÃ©taille la recherche au sein du Start Screen http://t.co/ZaElukM1"',?
'Samsung, Google Unveil Latest Android OS, Phone - PCWorld  #google"',?
'#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel"',?
'â€œ@rianru: #Google Ð¸ #Samsung Ð¿Ñ€ÐµÐ´Ñ?Ñ‚Ð°Ð²Ð¸Ð»Ð¸ Ð½Ð¾Ð²ÑƒÑŽ Ð²ÐµÑ€Ñ?Ð¸ÑŽ Ð¾Ð¿ÐµÑ€Ð°Ñ†Ð¸Ð¾Ð½Ð½Ð¾Ð¹ Ñ?Ð¸Ñ?Ñ‚ÐµÐ¼Ñ‹ - Android 4.0 Ice Cream Sandwich http://t.co/DhLHoexZâ€?',?
'RT @bestrelations: Â¿Por quÃ© necesito jugar al golf los domingos? http://t.co/hvoEIp2Z Muy estilo USA, pero ingeniosa campaÃ±a #Microsoft"',?
'I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis"',?
'RT @Charlielace Instead of updating your #Twitter why don´t you update your life!"',?
'RT @pimentacom: #CPqD e #Microsoft testam opÃ§Ã£o para banda larga. Leia matÃ©ria que foi destaque no Brasil EconÃ´mico: http://t.co/wImxVTlB"',?
'#TOMANOCU EU SIGO GENTE QE SO POSTA COISA EN CANADEIS, UOL, #twitter doido --`"',?
'How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian"',negative
'""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"',?
'So apparently that´s not the correct @apple"',?
'@iamRoyaltyFRESH Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/U0HzoVQF"',?
'#Google unveils Ice Cream Sandwich, SDK is available now http://t.co/JHGldej9"',?
'rilasciata la CTP di Roslyn, l´API ""compiler as a service"" per C# e VB http://t.co/EfGDBBUW #microsoft #roslyn #ctp"',?
'Out of #curiosity, #doesanyoneknow if it´s against the #Twitter #TOS to use #hashtags so #eggregiously as I seem to be doing #tonight?"',?
'que como #FACEBOOK ya paso de moda AHORS TODA A PLEBE SE VIENE A #twitter Â¬Â¬"',?
'ok man down... I will own #TWITTER 2morrow!"',?
'Why is the new @apple iPhone OS duplicating all my iCal events? There´s 2 of everything. How do I fix it? (tried turning iCloud off)"',negative
'Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS"',?
'According to a writer at @ExtremeTech #microsoft invented squared corners. Time for lawsuits! #moron"',?
'Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple"',?
'@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO"',negative
'RT @mmurrayphoto: Sounds like #CJ20K is going down sooner than later. #twitter #lookout"',?
'Great Mission :: Ice Cream Sandwich, #Google mission was to build a mobile OS that works on both phones and tablets"',?
'#Twitter´Offf :D"',?
'#android Google confirma que todos los dispositivos con gingerbread tendrÃ¡n Ice Cream Sandwich: Y desde ... http://t.co/bUcSI4xy #google"',?
'RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia"',?
'#Job #ICT Sachbearbeiter Immobilienbewirtschaftung (m/w): Gfeller Treuhand und Verwaltungs AG, DÃ¼bendorf http://t.co/9ZrHM9sa #Microsoft #IT"',?
'Ã´ negocio parado aqui tÃ¡ o #msn e o #twitter"',?
'Being Choosy With Twitter: The Follow-Back Conundrum http://t.co/K2rRC2ir #socialmedia #twitter #mediagofer @media_guerilla @SMsavvy"',?
'Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/3xZgtWFx #twitter"',?
'Deep Linking Plugin - Black... http://t.co/RnF3cNu8 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning"',?
'#twitter #OFF"',?
'Buenas noches #twitter"',?
'#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22"',?
'RT @inkiworld: Zo leuk om te zien dat #Microsoft #Apple dingen na maakt en er vernieuwend in denkt te zijn :P #AUGNL"',?
'Better gallery app to be included with Android 4.0 as well. #Google #Android #ICS"',?
'Microsoft giving away free Windows Phones with a $499 purchase http://t.co/GHPcGCpX #Microsoft #Windows_Phone"',?
'#Novell wÃ¤rmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou"',?
'Finally off to bed..Nighty night #twitter world!"',?
'@webespacio: CEO de #Microsoft: somos afortunados de no haber comprado Yahoo http://t.co/KFyLbmpJ #noticias"',?
'#Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?"',?
'YAAAAAAAAY @BoogieDeBeast made my Tallman #Twitter list standing 6´6 BaYbeeeee"',?
'Dear @Apple, I don´t want the newsstand icon on my screen. #notcool"',negative
'#Microsoftâ€™s Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR"',?
'Plan Carrera #microsoft technical:CertificaciÃ³n desarrollador y diseÃ±ador apps empresariales #visualstudio2010 http://t.co/cVd2b2Rz Gratuito"',?
'#Microsoft lanza sitio oficial de #Skype http://t.co/QVrWRIyd"',?
'Ð¿Ñ€Ð¾Ð´Ð²Ð¸Ð¶ÐµÐ½Ð¸Ðµ Ñ?Ð°Ð¹Ñ‚Ð° Ñ?Ñ‚Ð°Ñ‚ÑŒÑ?Ð¼Ð¸ http://t.co/ytNbL8sF CÐµÑ€Ð²Ð¸Ñ? Ñ€ÐµÐ³Ð¸Ñ?Ñ‚Ñ€Ð°Ñ†Ð¸Ð¸ Ð² ÐºÐ°Ñ‚Ð°Ð»Ð¾Ð³Ð°Ñ… Ñ?Ñ‚Ð°Ñ‚ÐµÐ¹ #seo #linkbuilding #backlinks #addurl #google"',?
'#Google & Samsung announced their (hopeful) rebuttal to iPhone 4S tonight... site shows nice specs but no carriers yet. http://t.co/Z8SDgUT9"',?
'So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)"',negative
'No se por que #twitter saca mi lado filosÃ³fico"',?
'I´m loving this new IOS5 update :) @apple"',?
'Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce"',?
'@iPhonologo si, vi el evento, pero si hay algo en lo que #google es bueno es en reportes .... analytics es genial"',?
'RT @iTuSabias: AlÃ©jate de las redes sociales si acabas de terminar una relaciÃ³n, en #Twitter leerÃ¡s las razones y en #Facebook verÃ¡s por ..."',?
'@AleeRetana cambiale el fondo a este tu coso vos!! XD esta aburriiiidooo.. x) aaa por cierto... WOW! ya no te abruma el #twitter x)',?
'@jacobstanton2 #twitter has kind of turned into our #lives"',?
'todos en #twitter conmocionados con #SoyTuFan2daTemporada"',?
'Una porquerÃ­a las pÃ¡ginas web hechas en .asp y pensar que muchas paginas del gobierno trabajan sobre esta tecnologia de #Microsoft"',?
'Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG"',?
'#pardus SecureBoot´a KarÅŸÄ± Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft"',?
'has the new iOS5 changed the way the iPad charges? I´ve noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple"',?
'@samixitoledo jajajaja pero no kiere decir q m vas a dejar de hablar adems el mio amore no tiene #Twitter. Jajaja"',?
'Yooooooo #twitter ! @NowThatsBASIC_ is the new #AmberCole who wanna go 1st ? ayyeee she does this shit for a living ."',?
'The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster"',?
'shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild."',negative
':o hoy no e utilizado el #twitter para nada :s"',?
'YAAAAAAAAY @Freakbull_ made my Tallman #Twitter standing 6´4 BaYbeeeee"',?
'RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime"',?
'Cette annÃ©e encore, #Microsoft remporte le prix du meilleur Service Client 2012 http://t.co/vWHpxkVP"',?
'Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP"',?
'ã?Šã?£ã?¨ãƒ¼ã€?å‡ºæ¼”è€…ã‚·ãƒ§ãƒƒãƒ—ã‚¹ã?ŒæŠœã?‘ã?¦ã?Ÿ! -- New mov: ""ã‚·ãƒ§ã‚¦ã‚±ãƒ¼ã‚¹@apple store éŠ€åº§"" è¨˜éŒ² / starring:ichiro_,REPEAT PATTERN,COFFEE SHOPS,moda â†’ http://t.co/kmJ0o1Ja"',?
'#twitter #detik PKS Akan Abaikan Kontrak Politik dengan SBY - Partai Keadilan Sejahtera (PKS) masih berada di koalis... http://t.co/BbqFnSzm"',?
'+1 RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please."',negative
'#Microsoft, GeleceÄŸin Teknolojisini AraÅŸtÄ±rÄ±yor! http://t.co/J45Gm98h #haberleryorumlar #arayÃ¼z #kamera"',?
'Top 50 #Twitter Acronyms, Abbreviations and InitialismsÂ http://t.co/nEqHcJsYÂ Â /via @ruhanirabin"',?
'#wendywilliams just said she was a woman bitch please stop lien on #twitter and on #nationaltv we all know your a man"',?
'#google #IceCreamSandwich #Samsung #Updates #Android | ',?
'@matheusdcb Me segue de volta Matheus ajeitei meu #twitter hj."',?
'#iOs5 is nice and as it had to be ! Thanks @Apple"',?
'@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker"',?
'RT @vattam: Man! I´ve fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android"',?
'Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon"',negative
'Buenas noches para todos felices sueÃ±os muuaahhzz!!! gunaiiii #twitter"',?
'@ManwitPURPOSE50 what are you doing now on #twitter????"',?
'@Apple´s Success is Also #Google´s Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY"',?
'RT Is @Wahooly the long awaited way to make clear the ROI of #Twitter? http://t.co/rjY5WGr0 #socialmedia /via @socialmedia2day #gosocial"',?
'#fail on the face recognition not working #google #samsung"',negative
'@Apple can suck my dick gotta restore my ipad #annoyed"',negative
'My #twitter age is 2 years 153 days 5 hours 6 minutes 25 seconds. Find out yours at http://t.co/NjTHu7tM #twittertime"',?
'@ThatsRealTalkin I´m doing the Tallman #Twitter list for fun!! I just wanna see how many men 6´3 and up are on Twitter! It´s just for fun :)"',?
'@alanlepo..IBM Connections light years ahead of other vendors in #analytics http://t.co/jg24duIa #socialbiz #Google+"',?
'Why book @Apple Genius Bar if after 2.5 hours you still can´t be served. Disappointing Apple Store Sydney. #thanksfornothing"',negative
'RT @infamarketplace: Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/j ..."',?
'Acaso #twitter muestra la mayor parte de lo que pensamos???"',?
'got my blade for these #twitter streets third shift"',?
'#Microsoft verlÃ¤ngert Umsatzgarantien fÃ¼r Suchpartner #Yahoo - ZDNet.de : http://t.co/H3dseq5h"',?
'Google Offers to compete with Groupon, Living Social - Pittsburgh Post-Gazette http://t.co/Wwj3xvdm #google"',?
'#Microsoft anuncia nuevos tÃ­tulos de â€œjuegos educativosâ€? http://t.co/etbab2UJ"',?
'Buenas noches genteeee :) #twitter los quierooo ..."',?
'RT @Yvandavid: RT @Yonopienso_: RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: Â¿Que le  ..."',?
'#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM"',?
'Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp"',?
'Nu har #Microsoft Ã¶ppnat #Mango-kranen helt! http://t.co/0ZbZlMwo via @windowsblog"',?
'#Facebook y #Twitter me volverÃ¡n loco! :$!"',?
'Sogeti y #Microsoft crearÃ¡n un centro de desarrollo de soluciones basadas en Azure: http://t.co/PHH2WmM1 via @AddThis"',?
'Really hate the #Microsoft #mcp site"',negative
'#Google Ð¸ #Samsung Ð¿Ñ€ÐµÐ´Ñ?Ñ‚Ð°Ð²Ð¸Ð»Ð¸ Ð½Ð¾Ð²ÑƒÑŽ Ð²ÐµÑ€Ñ?Ð¸ÑŽ Ð¾Ð¿ÐµÑ€Ð°Ñ†Ð¸Ð¾Ð½Ð½Ð¾Ð¹ Ñ?Ð¸Ñ?Ñ‚ÐµÐ¼Ñ‹ - Android 4.0 Ice Cream Sandwich http://t.co/XhbCkQ9t"',?
'#facebook, #Twitter , #spongebob, #nirvana. Great way to spend the night. :D"',?
'#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN"',?
'#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!"',?
'I want some of these #google toys"',?
'Inline keyboard spell check is nice #ICS with native voice dictation. #Android #Google"',?
'RT @shagorikah: Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t. ..."',?
'@xwordy iCloud was new; I didn´t need weather or stocks but they were there pre #ios5 so I´m not hopeful that this will help @apple"',?
'#Google No se que aria sin ti :$"',?
'Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!"',?
'#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp"',?
'#Google How to Play a Teenpatti Tournament: Junglee is fired up to provide you the 1st ever multi-pla... http://t.co/96GaNUx2 #wikileaks"',?
'ä½ å¥½ ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  î”–î”“"',?
'I´m a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone"',?
'#Windows 8: #Microsoft schafft den Startbildschirm ab... http://t.co/06vsmKdm"',?
'interesante por decirlo menos sabes que la cÃ¡mara del #iphone4s le pertenece a #sony ... mmm ojalÃ¡ ande bien y no sea mala jugada de @apple"',?
'Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999"',?
'Infosys, has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews"',?
'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps"',?
'What is the difference between #twitter and #googleplus??"',?
'im tired gonna get to bed peace out #twitter"',?
'RT @raovallab: How #Google Ventures Chooses Which #Startups Get Its $200 Million http://t.co/UGsBdxQm via @mashbusiness @mashable"',?
'#Google stellt #Android 4.0 Ice Cream Sandwich offiziell vor, #SDK jetzt verfÃ¼gbar http://t.co/R6aEQ4fH"',?
'RT@jeffbullas Twitters impressive numbers  http://t.co/VJRSsfYn #Twitter #SMM #SocialMedia"',?
'http://t.co/1ioM4Fqs O que realmente pode mudar com o Windows 8 #windows8 #microsoft"',?
'How about @MattSloyer on the #twitter!"',?
